onednn_verbose,info,oneDNN v2.7.0 (commit 650085b2f3643aad05c629425983491d63b5c289)
onednn_verbose,info,cpu,runtime:OpenMP,nthr:112
onednn_verbose,info,cpu,isa:Intel AVX-512 with float16, Intel DL Boost and bfloat16 support and Intel AMX with bfloat16 and 8-bit integer support
onednn_verbose,info,gpu,runtime:none
onednn_verbose,info,prim_template:timestamp,operation,engine,primitive,implementation,prop_kind,memory_descriptors,attributes,auxiliary,problem_desc,exec_time
onednn_verbose,1677482434614.333984,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x3x7x7,1.0271
onednn_verbose,1677482434616.599121,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x64x1x1,0.0307617
onednn_verbose,1677482434617.956055,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x64x3x3,0.0349121
onednn_verbose,1677482434619.318115,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x64x1x1,0.0349121
onednn_verbose,1677482434619.542969,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x64x1x1,0.0339355
onednn_verbose,1677482434620.520996,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x256x1x1,0.0319824
onednn_verbose,1677482434620.729980,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x64x3x3,0.0319824
onednn_verbose,1677482434620.898926,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x64x1x1,0.032959
onednn_verbose,1677482434621.070068,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x256x1x1,0.0300293
onednn_verbose,1677482434621.236084,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,64x64x3x3,0.0339355
onednn_verbose,1677482434621.397949,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x64x1x1,0.0300293
onednn_verbose,1677482434622.510986,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x256x1x1,0.0310059
onednn_verbose,1677482434623.784912,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x128x3x3,0.0419922
onednn_verbose,1677482434625.511963,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,512x128x1x1,0.0361328
onednn_verbose,1677482434626.179932,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32:p:blocked:Acdb48a:f0,attr-scratchpad:user ,,512x256x1x1,0.0500488
onednn_verbose,1677482434627.422119,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x512x1x1,0.0349121
onednn_verbose,1677482434628.573975,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x128x3x3,0.0339355
onednn_verbose,1677482434628.780029,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,512x128x1x1,0.032959
onednn_verbose,1677482434628.958008,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x512x1x1,0.0280762
onednn_verbose,1677482434629.122070,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x128x3x3,0.0368652
onednn_verbose,1677482434629.290039,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,512x128x1x1,0.0378418
onednn_verbose,1677482434629.467041,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x512x1x1,0.0300293
onednn_verbose,1677482434629.622070,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,128x128x3x3,0.032959
onednn_verbose,1677482434629.788086,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,512x128x1x1,0.0300293
onednn_verbose,1677482434631.134033,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x512x1x1,0.0368652
onednn_verbose,1677482434632.253906,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x256x3x3,0.059082
onednn_verbose,1677482434633.877930,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,1024x256x1x1,0.0380859
onednn_verbose,1677482434634.416016,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32:p:blocked:Acdb48a:f0,attr-scratchpad:user ,,1024x512x1x1,0.0739746
onednn_verbose,1677482434635.917969,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,256x1024x1x1,0.0439453
onednn_verbose,1677482434636.961914,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb32a:f0,attr-scratchpad:user ,,256x256x3x3,0.0480957
onednn_verbose,1677482434637.209961,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,1024x256x1x1,0.0351562
onednn_verbose,1677482434637.393066,exec,cpu,reorder,jit:uni,undef,src_f32::blocked:acdb:f0 dst_f32::blocked:Acdb64a:f0,attr-scratchpad:user ,,256x1024x1x1,0.0358887
